,User,Hub Score
4905,2MmSdcu9xXoy_l1OeSXr2Q,2509
4906,ktZQ39-jdth6pamGI5GrIw,627
4907,VmrfaPc3hc8Z55qGdn82ZQ,6177
4908,2vsgEYH_T1QZcI6nSUqwew,627
4909,CXOmDmqoVaUJKFB_-xaLUQ,627
4910,2lNRLUJ3cIdSMrbyVVuP7Q,759
4911,18LFQk6zThWMwYNDyP5bEA,627
4912,OQb40-RJfhKng0Oh62Y6Yw,627
4913,puwsQEc8yMD6Hp4ABjQF2g,627
4914,BMbW1_SN7Oe3W1Qc_bw1Mg,635
4915,QNsDlJSUXompXGe754Ekrw,781
4916,S5r0Rod3JrLSRBDDTLiCfg,809
4917,Md1xtI2IM3WiijRI6bMxlg,627
4918,lbii5TlMfPPCE9DBHtYI3g,627
4919,jkOi2ZXHPZmkQExb0BqRIw,627
4920,wgL1mx0UQPBcfOHzgn95Hg,627
4921,d0cN1o40bWvvPjHw8Qh2LQ,877
4922,SIPWIlK2J9eE1z9VqWsylQ,9074
4923,chhAhvXsgy8I1LozMPQBpw,627
4924,TxkB0qVGaiPb9SdE0Jm0XA,627
4925,bJhywcYHOf8tphUDW4RudQ,627
4926,3VXgldPgJq_tLSh_MJoWzw,3853
4927,lsOiq3h7F6AHxO4DwJdp3g,627
4928,j3JHC6v3TYkR1JRi-nCEzw,627
4929,_Zd51ksk5GeiWDfwXUnoOg,2361
4930,GDzo-mORlFZ0gKvV6eRn_A,1112
4931,lmZ1zeRJbgYqQ_QPrVBslA,744
4932,D7j_8q88SVI1OS_oXMuKYw,1321
4933,Eb71UyYWoY87UHYbH2Sw1w,4518
4934,sEw6DDQd6qyNma7yAKipoA,1686
4935,CJx6j30XFNJbsCAduFDxZA,1254
4936,KRNWiJRxkLjxcmuR9MCqAg,678
4937,jhSV1F0KK07eU49PgSaNFg,627
4938,LFXDXxHzbrZI-0hMN1RYdQ,65
4939,bAagfUw_Phgd-0vpIZ6Q5Q,38
4940,zkoe3JjcxI3nW7ZfXLw-YA,76
4941,lEMngX6NQF80sovmcDHQdg,436
4942,lbpepHCB_0oU_UelX3kWMw,38
4943,vu4fTHWGny-Uhn1wJh942g,38
4944,v25JgXIEkPyi90fUXVwiYA,38
4945,l0hpA-nMnDPwcvJIB2YsYA,38
4946,NJlMeEuqw_bvNbYYYT5ryQ,38
4947,XyYqiFrD0_9Qk4REWE9EjA,38
4948,uI6vT5cSFDBzWVeA1oZ1QA,192
4949,yvH5KUCnFmeEQbXZllvlbg,38
4950,C1b8Ohvtkc38TA_EFBiXNg,38
4951,ocTZ8QqKs2Q82iorUvYzaA,44
4952,vCeaJawpgT7EW8WG43KBmg,38
4953,m6vA8QSf-2AEcPmrGWNVug,38
4954,VP6w9FLYVgxi-4M8ww_xIg,284
4955,mWPcr6DPGRPp4qvIy8XUTg,36
4956,7cvPx-B-u1qAusRTxlh8CQ,18
4957,aGr2eh4niEHxoi8m50DDww,3137
4958,gTHxL8IWx55g60VB_0zqmg,422
4959,oyhl1GgM0MmPDiEBpi8VKQ,18
4960,mGBtp1sGteTHzjUyawqvJA,31
4961,TiyRp-LSmdRvslVU2kEwTg,1956
4962,xz9rua9shIcxNjv92nosLQ,31
4963,PCbIfc69qkqx2FPbBU8EMA,31
4964,XYtt17a-gy4nbF8ObPAonw,1043
4965,hLJsXzQdpv8FIq1J2qzBIw,452
4966,ny5UEQpjOWz8x-nkn2H1YQ,1621
4967,7fQHqZYjnHUHW_fQyRZegg,31
4968,3flYLwkKR94eLD8S8XrUlg,275
4969,kHKYZ42Ew9cC9-F7zNu5lw,732
4970,GC87t-f9atCGJUHm69r0mw,58
4971,PMES-U17c5vtJOiNBgNp-w,116
4972,ZD91Lwll-kGQI8wbIIVUkg,2605
4973,cQb6tWr64IC3g5fsdoFKTA,58
4974,cunOPuoJ4eVc7L_8OhnQOw,504
4975,3wp6iLCJW3m-yiM3Avm8Sg,2898
4976,wAZkqkD1UGiVjdlmiKu06g,58
4977,F4QOFi97EFF53ISlpjjzQQ,58
4978,tS2hh1UKur1IRKuFV--cJg,58
4979,UWUu2Kb99nj-KMB7FbUf3A,58
4980,1ddTqD6fCpRWWUhfEwlTWg,58
4981,f92mMtRdxuS9ZMX5B0heoA,58
4982,3tu1ch0xWqd6r1bKhEKhGg,58
4983,BAe4DojfKBrq5rKhA7TjtQ,58
4984,DvP4vlNh50c84RyckzDOng,3625
4985,Yv6orVCmz5KYxy-ism9KPA,58
4986,dSYUbnjQ-Qu7giTaV-fZcg,58
4987,xTJ1Ae208v7j_JkpwScLvw,58
4988,Q41KWgD4SeS-FsHqG3fruQ,58
4989,kufN9nlI7zSOsxg_SxcLpw,58
4990,kDBNtO8ulrgO5L5lJQOR4g,202
4991,lqBlAdNrUGU1NT3gW_n6Sw,58
4992,k6NvO9K2LaqOq3x4lfqkkQ,58
4993,aME-CVou23heilnHkSftsg,1133
4994,Vl0KLy1fr9sdDKr0AspGrQ,26
4995,SvjAaJYsCaNmxEEeL5XI6g,696
4996,TVavd-DnOX-Tq1pNrcBxmw,392
4997,szFq87saDatj6ENgiI32eA,26
4998,Q86qhspVo3Ki6DOTlpcw9A,4433
4999,nuU0NU0h1EtZiOAfQ5SPsQ,383
5000,FEk6wV7ClJW5O70Bty8mmw,1577
5001,vgwdnF2p8RQl9AuQOdtSbg,26
5002,AR2V1Nl03AI8b4QaEmrSMQ,2186
5003,lYtL5jBW0MsRZNy4dK4Z8w,2145
5004,N0buHC5-wqx1MQ0ALRDb2Q,2145
5005,pZmQ7eexlyxXx_AMeflWPA,2767
5006,qAuZ9Qi7iSqukH40iQdWXg,2145
5007,TBQanLsrNS6RU4HCa330DA,2145
5008,13HT7jjCgCjndrw0Rdl8lg,3876
5009,1tdj7zu3uYF8hN242B07cA,4398
5010,Pt5uYswA3i-MaqmQ3_KGWA,2145
5011,SnSjdGZk1b_bt3XvNmujmg,2145
5012,hPEIGda6jRSEKg1THPfGZg,2145
5013,bTUKwshSe4YMk1s8TzTC2Q,2145
5014,iztl5NRH01qvWA0LEICw8Q,4915
5015,wngI8pgVPxaPHDwQDqewow,4290
5016,M3hFIJI4myDrCnV-aR-16A,4985
5017,2h1n9jQW-26_AYkf-ZTehA,2351
5018,oyqGO6M6DOM2KJRwZ4Vg_g,2145
5019,qcUpGsJQ0pDFgV-9rkwwGw,2145
5020,3nnAZxAMAGt5ckDHyIBKQg,2145
5021,xEnCHJ99xai0KMbMQyfSRA,2145
5022,YwAMC-jvZ1fvEUum6QkEkw,2145
5023,iXqw0MH940SwRtSCk-aiJA,2334
5024,8l1ja69p4YaTsnLiTAH6WA,2145
5025,wBJdRpsA7n61JFmgeHXcSA,2145
5026,5O0t9pnf0-F-Xyj2xpcLaA,2145
5027,MHVdC5bkUVbvhc7XgkTRYA,4360
5028,9Sv5xzkJaqY4OyJskoEG7A,2145
5029,YnoPn1Mef69sTT8RGkBuiQ,2145
5030,4uRSVD4GLI2lxGo7FVHyeA,2145
5031,k0wqAqXRkU5rTfKL6c6-ow,3948
5032,6W_utAxm5dcqG9YNayYs4g,3070
5033,Rwvc7nycCtNrJZ2iKIPcDw,2145
5034,IYIKYRkwDVnNp2EYsb8yVg,2683
5035,0yRyStoyH7OWmvPHunCHeA,2145
5036,9m_55D6EMO8h0dkd8Mi0rA,2556
5037,87j-Rl4acxQ2UzaXxzUHLQ,3668
5038,NoXPdAfR6NCBiJNiBIBBfw,2145
5039,LejQ1PKzX_VQYZ6RIrAWew,8194
5040,wwqsBWdGrSyXmS1OmCLG-w,2145
5041,RBc5cg90tw5RAWLN3hRg1A,2145
5042,jkU8PVYFut9QCdTl4aBrWQ,3658
5043,oVKYY1VseIy0f6-XjOM3cQ,2145
5044,JzmPzDhhIwWawcljNg-OxA,2145
5045,MjM1H_GdGKgMZQpDY-b2Mg,2145
5046,4KscGo3ZO-n4pFFW1nX0wg,2145
5047,FgVg6d--YQnCSNwQ10NlDQ,2145
5048,TiT4r7XOZY0vCLZAEEsz_A,2145
5049,ScD_TPVz6AohOnHncUT1IQ,3477
5050,-b8TjRbrPZzaP2-h-PGIkQ,2145
5051,EbY06gT5bi8zpErl1_W1Kw,3985
5052,x6_gLEnn4gAn6DZXZkElVg,2145
5053,DXtKYzRKkVC9TP0gHTg_Ag,2145
5054,PT4yeYWrRmF6nNQ-TJ1Z5Q,2145
5055,51IY-4xCE-QvoyGo2ifbcQ,2331
5056,KLuQ7DYGTecKXgtKA9fnww,2479
5057,-qFQwucKtFQpAp-q6OuZkQ,2696
5058,Fs8ugjnqDQb4oI5DBDS9iw,2314
5059,cpP_mefU04dQWJ10wHK0Ew,2145
5060,xP8NP5uvq8ihBx8qWDGv9w,2145
5061,vH6l9MNIAuQr6APVW5NEkg,3090
5062,KqRqHaFZX0z5wB8JFP73DQ,4409
5063,u6mCIsR4aI4L1-7mTjAJHw,2145
5064,ZrIr_ymF1LyqDYwUmEc5vA,2438
5065,BExYtPG-YD2NOB-_K7zFEA,3965
5066,VW_e7k0Uso-bNmej4AD0xQ,2145
5067,8hk9B7TrD3M3dD1Dpw7ItQ,2145
5068,YoejZWcd86pa_Nj-Bo8TMA,2145
5069,FtewNer8l5QknKUpdfdQNA,2145
5070,e_YH_4rAq3px17-hsiDiXw,3995
5071,KC9QVVcDvaLkGoxuxNM33g,2145
5072,X568BojbbH6cAxqXU5zLwA,2913
5073,7GJgkyeLsk9lznQd9XRBKQ,3070
5074,S312lavB6PJm4VHuhfuSCQ,2145
5075,1Olk4mQx_8uWZ0r3cFueGw,2145
5076,39zkDjp8qPc40M0kROgovQ,2145
5077,R6aveFEhUMIYUNvP6-ib1Q,9313
5078,iq4MFPbnenmSzxN_nAYhXQ,3802
5079,hCKW8EeGf7BuV0S-ifvi1g,12804
5080,PEEToG17iNy_R0Ck74Ke-A,2217
5081,mbYOn4DFojsfpMMBGTUMbw,2145
5082,84-64cUMWYScMjHbgDMp7A,2145
5083,83m1Z1lAAErILh3zIsvP9Q,2145
5084,F1B4AhTRJyNkT6aXtwJ2bA,2145
5085,JVbFKYFO75P2UJ2TCuplsQ,2145
5086,vEiXtqFSbuVWC2_l_kqo8A,2145
5087,xb6-F6oH2yXlftrMYKumtA,2145
5088,5bdGJ7UN9-Dfb12vqf2gIw,7279
5089,KVS-YRay4af1Np0cLt9-yQ,2782
5090,h0eqCBCSkx_Lc3bVjkGZUg,3134
5091,0-SrPuervgORXWy7Uu2xvQ,2891
5092,Exdv54ovPs3NbD58j_VCTw,2145
5093,F2bRcMgx7AZ1cCWka3htlQ,2145
5094,E7XqkAgw1JGx9JeieMOkKg,2145
5095,If3XFuo3noA7FjWJR_S0BQ,2145
5096,XVbYMYfPHkPzqn_XPwxT4Q,2145
5097,e7bA220UPeFkyAJPoksjRw,4654
5098,x4_v96hombBOffVb8YVIqg,2145
5099,oeBfV2Y3Wz6K1MEEPMyEFw,2683
5100,wUHbEkfHE3Db1O1L46q7Ew,2145
5101,dmAf9d-cRKYn8GyzgEEzhw,2145
5102,mHsR8OUwnyx8oZ4xNmviqw,2145
5103,y3VYs63lDS2AD9TNLQSirw,2145
5104,WqHiC8Tbs_AnVoCUiDYcUA,2278
5105,s5DUnH05gAdGTDtUhof9VA,2145
5106,pSQwH1i8GGY1qrXUWEqoXQ,2145
5107,Zp6kS_WzerijMClosL5Qyg,2145
5108,HymGzaAncQFx84oS5AFQBw,2145
5109,vbU8hocLIfdMqlZqretW4w,9927
5110,O50uN0o5FppehEOK7f7rFA,2145
5111,g9zVyvUKy6dNshdjF9aKqA,2145
5112,FzG4IBQ-EU7IfQunHI42CQ,2160
5113,PkRa76jT_NX0VYh4upVS6w,2145
5114,kfA-xT1MSyIan8cjZLp_Nw,10734
5115,EkWfT_elfcfd5_-5uabsEg,3033
5116,hfG5zUN3hPhVDzn4EftbDw,2145
5117,dlfkDr29YDwbQojH9MXXeQ,2145
5118,eQkKCr8UH0856YonZBNYIQ,2145
5119,mVDSnwf34WH7-i95rF10vQ,2145
5120,q08VBMv4Lw7W0FB9QWYvNQ,6151
5121,mOHTKpE1M_m8wJtD8OhCSA,5664
5122,hCeUD8Q_V5yPrI-z28CBzw,2145
5123,qoK9QaUpqRjDGYk8duBSvg,2145
5124,o0vxBOEas5b0VEf3K_uPyg,2145
5125,c9Z_KQ2I99NWmcpIaQr5gA,2693
5126,iQXwoe-qxXCSntplW0i81Q,4055
5127,KnnNTiRhLwPZ3gmhBkpGmA,3211
5128,50dn79K5po48Axx7uNi2-g,7951
5129,NJtx3L2PB4uLt_hkCybOUQ,2145
5130,1aCmALWusClDlD8LnxlVMA,2145
5131,jpbTJNIIOkwxfQMFbfBq_A,2145
5132,NWpbNDJdCrpJP1hl-AN19w,2145
5133,fL2HnFBdGyJ_EtCxuDrDEg,2145
5134,zA0jHHq2JkAC52xItmRpKw,2145
5135,XWai5olu4bydEkF5RtHoPQ,2145
5136,0vqBQ8VEBSZG7_hsZLvTjA,2145
5137,DPkQNPtTVX09tQnsEYEFhw,2145
5138,p9_Om8v55zwbPe8pPoHdag,2631
5139,W9Ah4UfT7XOWTa7mRYkqyw,2145
5140,dbja0zre_I0fToMzJiWrWQ,2145
5141,gNeztydysoJWT_fpRRrz5w,2145
5142,f2c_nn0-NYdKnv0V8gBnBQ,3630
5143,wwlrPx1Vje-2qBcweaH4mA,2170
5144,MRTMW1NlFjBvHTK7WvLu7g,4242
5145,CnDdeG0QIRrp-rK1sPhOgw,2800
5146,uL6WgPJY6NnwQKz5f5Nc8g,2145
5147,OAJwUelRfA0FNAWn7jPX5g,5048
5148,U_A5Fki2lp-rsuvpDlndMQ,2405
5149,dfCH7Al0VxjCZUf5f8a0Kg,2145
5150,JpNUO0YE-JNGf6ioCSXgbQ,2145
5151,7rx7cADN5UGGCYRnBY4Jwg,2145
5152,tdt5C2RG40ugaM5LCtMh-g,2145
5153,1wEEIcrFDJtvtxvi4v0m5g,2567
5154,CA7nJsXMMztOlvX1_chdSQ,2145
5155,vWUPaEVwEo1GZIqdb9PAgQ,2145
5156,mtVsTE9pyOsY2xCuRRFCvw,2145
5157,-ohj16jePQJnmWCefdK87w,2145
5158,ssYGEU1z4nbmBcH82Pxtag,2145
5159,Ao3m9HYm_GrnGlcXvFbd2Q,3303
5160,k2rstdkxB5splKDizCae_g,2145
5161,g8uQ7xm0GR3IFwHMZuuk9Q,5622
5162,ournsRcnQcQcN3OHY3_HhA,2532
5163,kAbrG-CSTnaI7FGioR2Q8A,2145
5164,YJaEhvl6mXq0iFivD9mYEQ,2145
5165,zmQvHLZ_FaAsA8ovAggYng,2145
5166,gkMhKTs8e9BsQWlyi0ysHA,2145
5167,ZdQ3Y0NPiEh1u4YMrT5V4A,3539
5168,QNFXl_F89CgLPvkdqFzJ-w,3985
5169,ExkZnS3SnNdl1UkUX8-0Rw,2145
5170,mZSw_04QFy5qAATJSuRs4g,2145
5171,-DUBZFaADuQxYh1WVuPjcA,2145
5172,-zwCJYFekUcr0GgdmRfLIQ,5430
5173,MwTx93KIkBLOsiW6D0YYWg,2415
5174,4-68CehNjLsH-U0sjtltsA,2145
5175,uCNmxbX8fPKkcl_0a84gOA,4242
5176,WIqBfrQHFxOGjijYUkbFlQ,2145
5177,enLudLqA64AftfG7A0dmww,2145
5178,QaHpmyfLMyVFSSKb5ZoGXQ,2145
5179,h_2m3tcILZi8o7ub651xkw,2145
5180,lLsVy-6VoJmt5NEg1jmoHg,6663
5181,QE1CdJ5crQ6FjDyT1Okpig,2145
5182,gfY-BGAJMINto1WK8w6orw,2145
5183,wLvozj7Mgsd85_ex7n1SQw,2145
5184,QN12UEqpcoJky1qHMQLq_Q,4317
5185,q7vo7vpOUmASi3ML37cL2Q,5614
5186,9aFRMvtO9Rk7DydTs1ZNhQ,4413
5187,0jusRFn9F_ETKqg8mmXwJw,2145
5188,RwGEz9rtaKBZyAZqorwrzg,2145
5189,8XZC5iI4SOnPOOZZR2KJQg,2145
5190,V5jBGoIJt7Qg_5_Cbm4PhA,4290
5191,g00UVILIuOPNwX-jn02oLQ,2145
5192,T7t_3UadcWQzlpcE_kPlvQ,2145
5193,qBDvhQ3q6K-rsFTZHULe2g,2145
5194,daEwUofVQKO22jI3Kond6w,2145
5195,GLaimDuPf71pXBB5mk8InA,2580
5196,-xVT24XTbMuTqHY7QBOHIA,2145
5197,6yL8f4m-3zTBzqUkztmT1g,2145
5198,-lB8izlDIsYLBLEHEwlBnw,2145
5199,gFekNxokuxnxFGx3V2nbXg,2145
5200,6_w9qE9_AbErc1xcyl7q9A,2145
5201,VAq0HousY8t7_QwUGSGAOQ,2145
5202,3d1V1BRtCRhXfC_icwU1hA,2145
5203,dhXMaITKE0bW0BdAX5HNww,3468
5204,kfnvC-Gfat-RF_F9h_8vRw,4266
5205,glQIvxwCN4MCxJmrZf8bqg,2205
5206,A3rfR6bVZx6s1UYLLOfN7A,2145
5207,0IANRu3aoeqaD9Vq5CU8Mg,2145
5208,7wIXseOfggNnLCF4yXg_Ng,2145
5209,R9FWSMz95E-z126H8XXllw,2145
5210,KpSFLr2nfPRjZ3VBBgiYPA,8217
5211,IHVmOJS9HQ_SRTG44e0vIg,2145
5212,XgwHSJ9imuNcG3SzIKH63Q,2165
5213,vb8ML0JmoBWE-1MCF4TsaQ,2145
5214,wpPxJ_8e9TxFFegT2b8UMw,2145
5215,WY-y0RMDF-8jmqzWCVi32A,2145
5216,ngV9_iEaxITsZH7Bjxoo7g,3846
5217,l0Mrn1nTNQK_9P3yUkRd6g,3468
5218,5FVSlwbF3lPtOkYFhauiRg,2145
5219,PeNrvlkLW9V-EDlviUmzdA,2369
5220,IFeMLHJLYGDxcw9NRBm-TA,3477
5221,aRG48bQkpT6hl7izdpL2vQ,2145
5222,qEGQMxuyrtNyq-TXBUN8PQ,5519
5223,gnRcVb8-1Ds2U0Dc-N8pSA,2145
5224,EFzY6HhL3AetxDqcfV_bFQ,2145
5225,qrR4YNVcGzO8vlQogbq2IQ,2145
5226,TwjiWvK0ZP15lzGC049oIQ,2145
5227,AHGsbyF-qbR_O1An51_fmw,2145
5228,opTsTta-qwz426C7lyVufg,10374
5229,kS-iXkt8DmJz-StxuPIcaQ,2145
5230,vjmxnf9wr-nfRwCaK2ivJQ,6302
5231,1aeUvSux0SY8uDS-SmDdjQ,4317
5232,ojl2Ya1AKS20ixuGgeVQWw,2543
5233,qsan7MUGD3N1r2KM9J9P7Q,2145
5234,311sf2VZagaNbP4-Gki46Q,4985
5235,Iv2VPlu4l49aK8o_XzUj8A,2145
5236,w6HpbmRpiURGOgMyh8QYQg,2145
5237,MB7wyxFdJ9PEv3YeB68T9g,2145
5238,CFHtPR7E_R4G5j_zyOkv9Q,2145
5239,sK7oSMGlFpO_0D19qmZspA,2145
5240,WePamwCEs5cvQOvyd_fJfQ,3985
5241,HWh2TwCx4xVTuQ4vjVNzGg,2145
5242,1YIZoMeAO2D57V9xuFshxw,2145
5243,V6QEalhU9U0Ef-z2hqbvUA,2145
5244,YYt-WJKdH3W3AM7PtJ_pGQ,2145
5245,CFFBCwCRzu8e3XHsPhL11g,2145
5246,5ZWEjxEfsa4QLRSNl3Xyzw,2145
5247,HFvIxM5Ka_3BPek8WGSuKg,2145
5248,pF7uEfsYCT_7AIKqBel2Xg,2145
5249,VS2J8TWy1POTfynMT2Lz1g,2145
5250,_mRqiyWzlpcXv2rWJ7ajiA,2145
5251,onU4zFrXNUGf06W7E2YQwA,3807
5252,XyM1Kr0LpQ3jgrh_6L8FAA,5164
5253,O22ZMVuCX8SHXhPKWOaoIw,2145
5254,cgg510bi3JbxSnmTjd0nyQ,2145
5255,qeuDY4byhFvEExKzdyn3vA,4665
5256,lczgIsRlglJPv9by_h0BkA,2403
5257,aJxJxlbbaNY-S-ZEh_b7mA,15652
5258,3fH_13A94BHH9AY25g3QrA,2159
5259,xWg6BhPOrsrD3G_LYQbh7g,2145
5260,0kN9iNGfzA3kvLGOTh9a1Q,2145
5261,gePT5YtKua0NY96fW8G_TQ,3560
5262,Ue-CRMaudF8eXt2y-sZtAA,5317
5263,t-YLrFbeFJbw1JmN8Q30tw,2145
5264,Dwsx4n_h4wbXn8hIN6EjqQ,4290
5265,Hbayd_mAeL7H8Oaq9Ob0xQ,2145
5266,tPQOt1r3QpQ9Am-Wu9kL3g,2145
5267,slD1A7THlrKvQIx3EPH4-w,3048
5268,zZe0831Ms3agIMkj4Epdhw,2145
5269,KmcjIhopbt2CnxhGjCPMWg,4183
5270,FUl_L9k9bGIfTHKr-TCnrQ,2145
5271,pnF_6ebld9DIzPowTfAy7g,2145
5272,eTnDqxYiRysyZMG_8XjPZQ,2145
5273,3PE1GZywqsiZStsXbtfuVw,2145
5274,jRyO2V1pA4CdVVqCIOPc1Q,2145
5275,LNDUykDuF63nx7_497OJ9g,2145
5276,sSiTeYSGAsXTyli9YdhO3Q,2145
5277,D2yhavmRl60VEufOwqNajA,2145
5278,rIiMPw5llKumP0x1rL7L_g,2145
5279,-JxdzOnd4dd9gW1DECCxLQ,2145
5280,QD2JToF9c49BwpYNncaiVA,2145
5281,mkOmeBm5fpI1e2KfhUIaLA,2219
5282,n2SX-tKhr5AkjmG30-osLQ,2145
5283,KrVYG-epnMWhfv1QPV2UFA,2145
5284,pCvk-w5G8L-Y0kxsUnDCHQ,2145
5285,fg9Pwv9jDwZz0L02nJtGVA,2145
5286,jfyIdHpKxZ-OrxOurjksSg,2145
5287,10Sfh5kLLVeckl2U1f8VkQ,2261
5288,1JJmM43BHEDxgNhpCQqkbA,2145
5289,2DfaFWxKT4flVdsdnbU9Qg,2145
5290,bMZ8-zy76hiKHkcDAoHWDw,2145
5291,ofd1VTHtRVqKqs9bvfPv5g,4194
5292,rejdO1V12C2ZIyEv_Evysg,2145
5293,kdK1HFeJ58FPhVt4OonYKw,2145
5294,aUlBIalNnVOzci0tQXP9LQ,2145
5295,4q6RjxKEwUKXKAHmzmDeNQ,6399
5296,7tEO0zP4WHZ6S_umyZOMqw,2145
5297,FufyxWt3gNGAFpf9bro2Eg,2145
5298,PwRFik_EzeJTAvojbQyd0A,2145
5299,bTz0OsKesCXTtSNFSmkvWA,2145
5300,WDDP9T8e_Xc7RWNHIcr2Dw,1840
5301,z29F9b8u7FiEyQPUGBP6Cg,3213
5302,lSQGAUHr9OVeIU_2tk7QLQ,1840
5303,3f7-xZoD5kVPD-S1rVxBtQ,2125
5304,hK_jXMp_x2xqp5tz1v_qSA,3442
5305,qq_U0nDDp1N3Ln_bp3Z9mg,3442
5306,jN83gbe2QicnNfJErQolYg,4630
5307,8va9OIgWxRF1uRB4mfI0dA,2855
5308,uCwRk58zN8ZJrpDolsqRAg,1840
5309,XVwoD0guBrZKuKoMQWlggQ,1840
5310,PHfpx0j5pIQpeKkn28fODg,2960
5311,-oydoj5XEqlsNSOfR3T_qw,2975
5312,Rmo33Baiil4YK-0E_cLdCg,1840
5313,2OnMwmi8loEoFGNmeL2nuA,5920
5314,AbU9OM2YfltB-CGnICLcuQ,5676
5315,fhqjO-9gfTSgl8Dsq38jsw,7704
5316,vucqj6R3FzssU9oY6QBr7Q,3722
5317,sZZSZwlItdsaDJXkqYJuQQ,1840
5318,AiZ-YT8ZJ_Rb_1-DG-wbwQ,1840
5319,XDGyyy506Jvdl2hBtJgj_g,1840
5320,E5aDvqSTxlcVnf0xjCw56Q,4213
5321,MKo32R-xFZ9or-uarwBacw,1840
5322,eHhh99nT-ACpZ9RgcN8EUQ,1902
5323,crxRIt-MLWpqc9e1onMZ1g,1840
5324,-J64riuW6A-LWZ2w0HV-Lg,1840
5325,aLh_nXXy1qYVM3opYvjNNw,4463
5326,8t_crZTDZuiGhmkqp15zIA,1840
5327,mmq2S0fWBEPSu1LRdqzZXQ,1840
5328,gcMV0k3tvpbF8MDpvslUMA,10017
5329,vKuPPPeRzH7iLugsWBbNOA,1840
5330,cdpOKEoRiKT21XnzTVZT3A,3163
5331,CcXY5vfZ0DAhCXjoEmy9XQ,1840
5332,bYNWjO0wfPslotta-6CYQA,6133
5333,2jFXhyZVI_W7wLLaqzcXtg,1840
5334,AA_4HEFyV_govcKT-q0VAg,1840
5335,p0GYypVh5bFG6-EOOTErDw,1840
5336,Xj8ve8_47C_1SDVN1cKIsg,2906
5337,63RVYmU6YuUsOJ1nqB4C1w,1840
5338,4YzxEEpcVSqBHZCXE1Vwcg,2036
5339,EcZORYr0NNPAXL4ab16eYw,1840
5340,xQKE5PHBsD6N6WsC3R-3ZA,2309
5341,Oq2xHqH0VLfx31di7hVyJA,1840
5342,iW5_BDTrhCmwNXP0zPFMYQ,1840
5343,zolT7sTBhkGZJNPKI1a02A,1840
5344,KiKUcrApkTZ1WumWgSEW6Q,1840
5345,DBACjlGTpttY-yPj6zHNnQ,1840
5346,hgRp3opJ5-fMelLYrS5-Eg,2264
5347,12q5Bup5oxkhZqAXPHkNJw,4680
5348,Ilj_OMkFxK83rKpfWIfk-Q,6096
5349,tMAUZdSMTGmKBoUqULMKxQ,1840
5350,3zsccwYWQ8U9aGHYIfEeNg,2031
5351,uf_swxnbcwYv8ijXzByzXw,4359
5352,FYULNiq9ETnVi1v2DN6jsw,1840
5353,rGH-8UM1BumEGIw89neXkQ,4904
5354,eptn-OCv-g4-9ddDEkTdmA,3878
5355,0EH1ohNDmy8hOL-W35QXjg,5996
5356,BUl30_etrOzqn0oAouXYIg,2818
5357,ilTiRW06NS3mdgl2etoMAg,1840
5358,5w4SV8afp9lxniN4T0U7Lg,1840
5359,zlA8ZdUKwE5PANoM-OiQlQ,8890
5360,tQ5Ti66mJBK_XUjyHMIZQg,1865
5361,sC96CtINlGP1V1vWIY_uQQ,4002
5362,LuTQlZC8qPCC3Or808tlZA,1840
5363,QEk6kwD2yC7bsWv0SgxQ5w,4213
5364,fpD7SrppPOl9DY0nj-3ikw,1840
5365,757-xZ78Cw3s-qRWBnJNaA,1840
5366,aMyDQ8pcjRGLzGt3_Wb_CQ,1840
5367,wNGrbbQO6Gr_mRQfHEGloA,1840
5368,ovGiuTy38tBbSV37qc8fug,1840
5369,iXdo30ZvA3DxipU6WRb76Q,1840
5370,MAn1XUjd0kkzJCBjdYiiMA,1840
5371,JuzVgbaZ6UaeWE57cQP9Fg,1840
5372,_DDhIYa-HnjEYzAfmcHMsQ,2037
5373,_ypbRi8xOYM9cvEI4IDMZw,1840
5374,mxgEyquTYySQp0e1MlPOqA,2477
5375,7OBNYeQvlwj26c_rYYQutg,1840
5376,OtJ-Bi7GP0a77r_GmgmNNA,1840
5377,Ehrkk_IRj098PT4AV_uxHg,1840
5378,loDLhaC4azf6qMyaD1eZ4g,6095
5379,wS4Xro9vmXkM6nJjGA7tew,1840
5380,f__r7Qkv3yZXC9609DGOlg,4073
5381,Udz9ST_5LYBbrOGNkZ7MSg,1840
5382,KqBZtWRANHhJLH8uscarjw,3374
5383,qPqKrIchOubIW45Zoh3UiA,1840
5384,vB2oAjCEmroy3asKBMXd3w,1840
5385,7LgIskXEjVmo6N8kMOnbmQ,1840
5386,xYNwtp8peWRoEU9zK4R9JA,2238
5387,SXhxOLG09nSz33Il6pEOaQ,1840
5388,gwQRao3Co03QHbakjFx4iQ,1840
5389,hV5_5BihoPGlsz0XpQTNaw,1840
5390,quMr0EP7afi9jL-RSrPlnw,1840
5391,sYcGENNDsbvnKaEsiBNLgA,1840
5392,XwUrL9uFL5AeujS2-ZF3hQ,1840
5393,TlnAvBSv_sKMvA9evh9M8Q,1840
5394,TfvqLwnS43Xr8hqWY2b49g,2547
5395,pmSEPyrC1AubiF-as0WsHA,1840
5396,3f_Ytayr7ZGM1XKUtEgAlw,1840
5397,r1pJanxpIkkDMgD3YufGWQ,1840
5398,AMznZnDeJ9BiIkRXns_Cpw,1840
