,Business,Auth Score
532,G0Lc7VjWrc2wd_4ShKcZwQ,52
533,QBcnD-hXiBonkxs5T9iTMQ,12
534,EHoaYJxpxSaYSP_5N_TWlw,59
535,uEunpzzJIhJZVEdZImH-bg,30
536,J9gaAfNmqGuWNoYGfDq3pA,35
537,I6GMXhjiafJjC2v7ZkQN2w,12
538,9LeVyIAu3Qe5WjgWyr0TWg,154
539,ayIXt-GCUhq15UpmPbpIRg,28
540,1dSpNWiq5jKKol2xkrB8_Q,89
541,d6gTsgEippFNRagoHaC8Ag,258
542,Ip6AAJ0C5-g5t51byTN-1A,59
543,sKXOFjsJNA__CkbN5OsHYA,10
544,j6ztg8N6UMAgem7mcIErMQ,124
545,e-tJjT4qWNExxu66xg2IfA,125
546,vMNW6-pZJZpfToaNITepdg,21
547,YEsYXr38-1sdjroenLI-fA,1104
548,e4eGo6FWJGVeNWpk2aX-Zw,54
549,CNQtY7AUwAflT44mjziNnQ,232
550,7Zyjeh2HT4JYBAyOMn9LWg,205
551,BWfkBbcxKvtI8lY2N91qRg,147
552,q9SaZjDyHfwJeJn0oae9tQ,138
553,Zg-CvE2lUjYneKG03E-ftg,117
554,pIUkwZ21J5lZwronCaoNSA,79
555,vY5QuhzC5y3xjeUtLheq0A,8
556,kC5waeCFXCuLicC4gfFPrw,357
557,CN_WRikp6BDaBle4dYnsFQ,69
558,O4Zd8lsliX08c9prwfIrAw,8
559,7XI428LSWttTCvqBzZMGBg,307
560,TVNlAsv0mDaGzSiYwMUhVg,47
561,xlwXyqg_pQ1OSSKs76N5Vw,58
562,eI90pz_8Taz5A5DiKg3W1A,154
563,0_roJQd_qdNuLzsRZjkJwg,186
564,9-EXa1X-AvrkYGy3TDtUnA,93
565,-DYiop6_mEPe8NSkoSCqdg,261
566,CoQ8nyXhyBf32Mkh2xKGww,24
567,wjKKtvMe5irT3ROVSvQMZg,94
568,K2CbbXBsUxzahP8Zu6cE9w,95
569,ZJfNbWmGJVA97z1zUPdo5Q,11
570,UEzbb8ICGBseEc1HW5syyw,91
571,zvoMnR9WvfncmmcMD3Nu8Q,62
572,YSdPOVvkAY3pK-MmOMPwJw,176
573,ws2Q2H6UKgFBgIYVpi2PtA,87
574,2nrabMMgr-gwPoZyFakVXA,58
575,JIgsUj5m4s64YvcPLLZlSw,265
576,DtVRiINvdnv6iFOLk8fAKQ,77
577,ZwbBJQf0Mq4Ybd6mlJIT8Q,14
578,cm0so80eIgbw8NDkdYOsAQ,137
579,TCo5YeB5MTR6C4aupQKoAg,128
580,WZy7CdHyhVkWr48CgjdY0Q,34
581,imjLDWIluWWfIyHkxGQTHA,52
582,6CgBWdwsHr5xcxqMuE2fcg,25
583,iG51Nz2LXDfOc5w20q0REg,74
584,n7ogvBEWwytx59yMHCdN9Q,170
585,opCmPvUqgsQA8nJf6JMhGw,55
586,vAnr0ssPnXunU6iCV-MuOQ,57
587,Le4l672CqJ8crKAOcqNinA,112
588,uyHoGfEJOXWZxAT1_cIQ4g,39
589,G2VckKpwECaTe9_iWBXubg,141
590,-1inWc6ACbp-dD270xRqEw,362
591,fyxj27I9FIn74PtMkveV7Q,17
592,x4AEPimlt_k6L3uMvyzCgA,395
593,B66spO1CGAxCq-Cjb67Y5Q,2097
594,Qp30ZQSxravedczks8THeA,93
595,Vz4CRA9FXBysrox21ONFzw,743
596,OSn_g2EnzmCcjwsRMkbADQ,28
597,tVP3XFfbxTFiTcg3IeM_nw,25
598,K7LPy9y7W0-ZjaeIvcu2Yg,617
599,LAOF6XjGC2WEhc1q1H5OaA,154
600,TN6_O7hXqQ5uQ6weeAmbdA,81
601,xLEyXF9LCaoUxi_MgW3Nrw,17
602,9XSBpAtfUHcGneYafxuvng,382
603,B6ctoie1H-7W6dpmuXbC0A,263
604,Zsuby2pk7_EBgGEE8sU7mQ,363
605,sta2CZwF33ERRxpBQWpKnw,29
606,-GAIdsxdAqVf877a3vXIFw,169
607,C5OTET0zoOLkvomHMMjR2g,35
608,QYrPlL2NS6N7yTQnUEsdqg,29
609,IMYh4LJm1ubY5Lw3rz-aqA,2038
610,d9um23aOuIUhOQGkeKrBMQ,144
611,fPStnT-v9Kw9CHDD_qfo6Q,64
612,U5kLXQFnNR-rIxHnDKMyiQ,127
613,4I1j6H4d6btBohbCNSe4Nw,21
614,JiTWYzLafv0nxkZqbRFdZQ,1441
615,vX2UpCqUMSS_8_fjBsp7FQ,40
616,5penEbAqGkZ1Cbts18P3Sw,18
617,3iXENOl8GoQdT8fVPgK8pA,47
618,NtjuoZCVXa6KjLI4hs4Zpg,263
619,nQthHdw3IIOTbKfOTeRaOQ,153
620,NIo_vTQ99p-yDt4SHfB7jA,84
621,ChxAgONM868nibx1xm2nTw,19
622,g-cPcoSv8xSosC9TdzO5cg,245
623,7BE_QpW_nr7I37bJXktpjQ,8
624,RCKWZ5-mamjGGZNTw9rnBA,17
625,jE6M3jn1Wky7pX-Fe65PYA,281
626,Ab8ubSSFcLeXUb8tg0RDAw,95
627,nNlXeHItHhMUiiwSYQzLvw,41
628,h4BZw1g74tfJtvSFx1rcwg,8
629,X5asCG9wTTObR054eJU2eg,178
630,XO0cLMb7znfCUa1faFnSEQ,124
631,p0q9sLBN0Fuou4r46nHJJA,636
632,BpONkhpN5zRmgaxmEki5_g,70
633,ZtusG7sSuSsLxL_rf4RMlg,14
634,96RnuK5cbolh6AHp_JbCew,48
635,DJwQU-sY908uYlyv5O4-CA,7
636,bdQy_lmXmzb_yoaE3qvQqw,1323
637,9Vp1c-hQ5zwkmV6VJtSrYg,114
638,l-oTDGIXvgcK43VhZDjWKQ,34
639,BuQIzQylRNPvInSkfBwXCg,62
640,A_Y1SU9yBw1URRk8Ze2dBQ,71
641,oavN7ePExv6vvKHhYTqatA,131
642,KkC1tSc9g-FB0nTpLhkKug,87
643,wYpsQID17Q7wF7WcmhMosw,189
644,wZ3qtwbu9svWGRHQvFh9iA,191
645,pHNpkeiaKdo0prvT_i7Z1w,17
646,9yYycZY-aNBCuhRePL7hBg,8
647,w5Kvv9QjfrNUHIRbAtFH8Q,71
648,qZf9diVUM16EsOCEu5qgHw,19
649,cQ3VBk-65cEXhdlw4Wl0fA,238
650,GhSyCxdIoIpzrLE1KU1qwA,34
651,Y19VrAYzOhsRVMfYeqIqag,63
652,Q-xDJwAQJFCazEUOyCYmgQ,10
653,Q-atadsYpP7Z4rVe5ewJXQ,21
654,x7S1jZBmKa-3zM4BRiNGcA,366
655,zZLJGht2CY--oAL-cC10yQ,435
656,ikuyUr0xUDXSqmj9MU9Z9g,6
657,abziORRHb01DnIhux7p22w,235
658,-vPk_T1qQe3iR7cbij5Vsg,101
659,mqHgh2t0zYXR57Ee3I6tgQ,124
660,2iWStwA5e74kY-IGKcXCiA,903
661,Wwg52yz0OQx_PNB3VitKFg,36
662,QUcxy3aSGhb1DNnaAfjNZw,23
663,TZ415yI4eVax_4tpZyYAcA,59
664,6mNbgdLYs9mldxoZvnOlmA,18
665,i62Hqn62v6qH74364wFOXQ,61
666,DbLb0_d3-B1x2OLHhmbr-w,96
667,XEzEedhs9ozPIfmWlWC-lg,71
668,qvqZWsNZl7JY1MXjVvSTMQ,14
669,Ig2CMOLb4j7iwlofU7q7tg,75
670,GCkuAvjm8Ws_Q-wakO4pAg,1034
671,cKCAwNeEzOIJxU2LDSKFeA,41
672,wtXG1R1dXIfq9bSiFRdajA,59
673,tZrlQokNml7fQ3YB4csrTg,94
674,HgcbeRqimIgzL8jpsdlgLQ,215
675,fBhLjv_cDep_SwLccDbV-Q,26
676,DzJo21vCz9OGAOTznvKvmQ,137
677,Yc1xSpqUWkP_qGL1a1NCRA,95
678,4LG0Ywdsgp92-xNTKUjDOQ,66
679,RAuWD6IiYWydBOwrjlsQ6Q,31
680,ZVshQ5PO39axrYcS6BtHVw,53
681,coL95Cy3Tr2tHrfpkcG9cA,272
682,TAPa7v0OFdVhkr7iTEL6AA,81
683,-f8AGeQAcLvYtJAqGK2euA,136
684,L88x8UOTeTI0VCpYY5_35w,8
685,wtef0Aac2U0zXuU9HB7Y9Q,48
686,34YAtyu6M7sW_Y68cj8dMg,28
687,0l_28DGFxl2JnS9zViLw3A,19
688,0-RSvKO0-HVfXRbgwLEA7w,7
689,BcTnnDZThUtQadLMJvCfjg,37
690,SfKka-mo-btr-Ea8r3yM2w,25
691,8u_Btq9k829del1_UPwW9A,3
692,Jw8d2eqwG-mwlsIHRUHx5A,45
693,elVQnVHyBz4mN_QeGyQQeA,173
694,EFBG-R330WvC_Gj8iwYo6A,49
695,Z5TEkP7FZ3b2tr_LKJPLmg,7
696,eS6kDrZzIVbSL1SbSLv-sg,31
697,3Wb4c6WtTcyziJRH4ryzZw,337
698,I0mUBY6hvFQ6p_Xf23EiPA,21
699,LhKM1yRIGxqnCuW89PkxXQ,247
700,jv021RLxPac_2N98GpxS1w,14
701,xrz_nxgLKa8ZRmuxIXyi-w,75
702,HGWLckLMDjP4hBMozM5inQ,298
703,BtrXMd9fBj9Hz75wG9wXUg,230
704,0NIcGZb85A6zGZS3w9f4Tg,23
705,65dpwVFPnT2j9a1ld4g8JQ,67
706,5yBqKT7gI5LvInDgVXYdMw,23
707,kV0VH7jkfhp9zMZrwInFgw,124
708,aMo9Su_91BgaTqRLKV7Ikw,264
709,rou1beAh1C4KQPzMPnU9Yg,175
710,rKlhE1detptq70KG0uXhQQ,26
711,k0MYqmWSrbNDdw1Qcu4rBg,19
712,gR93AwYeOqxn3b5NPjWlNg,474
713,FaU0iAva2Hkes68MdRijWQ,104
714,r8uvfEazfJb13t5KovpOqQ,12
715,3Sg8KwsH48-LKFxuYoUcYg,206
716,HBRj2UBjTHNL8VVZliU83g,888
717,xnKYfwE4d5xY9RS6uPKuvg,388
718,Bg0BM4pJkUhwtIVHzaapeg,202
719,vj_NR8BbOFhDAYRlrEvTXQ,109
720,KoObi_J7ptGNaYWZUnZVZw,205
721,5Dmbk4YjrnIzL6TtYnFfiQ,12
722,wILylcG2s24I_w5_B-6GeQ,34
723,MxVrgXEfx6v8I5yz0Y5mdQ,255
724,WIwNvETA8wTEo4b03tNzvw,135
725,p8ktRaChdjteackMDiDQiA,42
726,WOwQTz7XzoiXkMthZwywAw,117
727,4QBP96bn7aUxRwbFRnhjzw,11
728,Fy4oXbtv_rR7LlWDoxx_HA,16
729,KL2aHsx0yf_8_IT1DfVMrA,270
730,b0-1MrG9n8bCspc620d8pw,525
731,SydG63qscdgJLfXzeXHlDA,41
732,2kEN-wVC63JKZS3PsYA_tg,24
733,hF7D774yqEOShj2kGInsTQ,10
734,e6MIe-2FWFuN4WyFNny9cw,53
735,FaOsKDcnmMmKmxFS1CEqCQ,170
736,0wgvQe0JpfgogekAIyK2Qg,361
737,9Pf8aoqaS1gC_LXGJSiWAw,33
738,L4CUyisYpaxWjyBfHiLY-w,134
739,rvoTuWA7B15yHU0FBLFWzA,283
740,JXrNB0BYerbHcIjJOph0Mw,15
741,poOY_Inr823Sjcx0imB7uA,5
742,FR3wCvff6fts7UL9zj5d7Q,272
743,mAjufZz6z94hzZoGeW8nkA,111
744,Vi4YdaNo9DMMaJnJJCUkWg,118
745,tSoBfz_vHzc5KE0Mqjo-Yw,14
746,CO0w4V8M-bR0oMp8lTTL5A,74
747,dYqpgssO9Hs2tPXqtOM9Bg,191
748,FeLfxhoTXgaaKo_1C1tIQw,139
749,ZqsZzdnQImxD1rIJe99Z6g,5
750,b8vMgCcOfR-KFt1K5YC-8g,175
751,Zra7XlGYARgQomGYsjzPqA,6
752,OHg8a1LihAVU7TgYq67bTA,279
753,KGauuPu45FKs77tFRi44rQ,36
754,TPsGBAswCkg1jI5FyYn4ng,31
755,chymmsNyo34eFAvbnTqUcg,1029
756,5pXsJCysK_G6tEg2yAOaww,226
757,Qg4EMshfus3z7J1HGHEVXg,13
758,9ailkKl3mpBIWiICZsT-3w,8
759,DCfsaTQ-jNRysgDfpTB-rQ,35
760,KDNkjHhxyqwU4VOvgO0-rQ,15
761,FbaPTsf9gAu_5SgauP292w,6
762,wHghuepj6WSaplELaFemXw,32
763,VWoQnbE4Q_KSYGxnl41RzA,72
764,lOGFAhhLnvxdMVD3bgThlA,26
765,7HTUiC0KGJNKPFaflMUaqQ,59
766,dnwxTsCSR-tkb7w69yZOEQ,68
767,C50fIZytyOFN1atgq1unAQ,167
768,osLL8xBjZf1EMrv1kAf1kg,71
769,jcykhIgB0cXLjSBkuet4WA,1803
770,QIH8TQSLOlgv63MiCtEPeg,12
771,k-vYz9Afi_13i_NO2fP8Dw,6
772,0Uq7A-x3U-UOARoUpDjLhA,5
773,FQ3mneLiIe8xbpMR_jEonw,28
774,lMXJVGVOHT7ksR3bgIq9pA,182
775,aGaQTpASEPQZmEUV54jIuQ,7
776,Sdla1B9aL8-j4hrAUfQiUg,10
777,nqMj-4vTojKq26NlLDh7tw,197
778,VNR9W0oj9FCISHbt6yBMvg,24
779,eWz84QnnqjBdGNFNuTBEVQ,223
780,HEGkniAEuaIID8mZ1zBxnA,68
781,O0UPp54_jWnlYujfL5eudw,5
782,bsllEvlDwvYLuSTe3Oxh0w,37
783,o9O3cnx6M-UJY9NDjdeNCw,6
784,5l_9qACn1gU2omzZWbc70w,5
785,Fv0TMHNzmo7wcjqxkzHDSA,147
786,x0s6a_Ytk8VDM0B_xoGaCw,196
787,dHM0Y69CvH9xEQaAJDv1nQ,4
788,n30gSzTXc8WuJNr8XQcafg,68
789,fFmhuQZwDhroe_egqyEJyA,57
790,CYbbPDqXMmipwLsw4bMA7A,38
791,W865eW0kb7EBnFMDdPJGqg,12
792,c-ucc7HVGFvqLFjffrX2aA,56
793,Ch6vVtnL7YUIxNn8CY55_A,16
794,9DarKWaL2Wo-KfOcYQWmdQ,6
795,qi0wKiMehcn7zWlzNuhMdg,75
796,2cXW9xTHbMLUQQZKINdtsg,48
797,Edso-tnFXkgHqm5-kaAPwQ,1152
798,K2g0N19sxQ6hcPYiqPMhcw,52
799,r_HPGO3s3RLdMKECvDqnCg,287
800,fn8f-CxNwqI0Qkv6Dz9m-Q,7
801,ZIodT3vl3oUQgBE7EbdFFg,7
802,pGqP6xlC8yzVXJqLEItG8Q,251
803,FNABkhprWQAd1FuiwZpgZg,15
804,ue_quFHjlwqT0YLYsMM6kQ,31
805,MUR0LWGzlgepN3VbFN66Jg,97
806,8W26yUxAFTxUrWS2URvUVA,1414
807,u0whyo28TESG-al5J4AxDw,28
808,FI5YJivlAWazpKTw1B3sxA,8
809,tnTWX0fqnYsgsVnfYN2WzQ,6
810,GsKgIzBjROs9PlLDE8L0uA,82
811,Daneby9QjTN-3NUntXnH2A,20
812,QomC49GoXY04xmqmatzVwA,28
813,haY6dh9MUADjyXpkPvi59g,57
814,y6aYayQVcuy-E-qpW36ucA,176
815,2d2MU79N1fbxt6I0Vy0oOQ,37
816,v1ARQ3ib-JBkTtIAamqWig,68
817,o5_8iSFqWKQMFcGWFrq22A,32
818,MRTGJmBHJlhHRRW7Pi-3vA,82
819,_v5mO9uJqh1GKJazqKtAvg,423
820,cNlflfX3NuKyCOFXoZR3rg,18
821,ELrr6lvaCwC31PctwnC0ug,30
822,kne3R92HYBoBbrl7JyspfA,37
823,93gRMOAzGaDe9BBzY-52Gg,88
824,jAHSp9GI5Qrtmt9nwMrSoQ,76
825,WuObcys5c4y7pvZiixVNCQ,25
826,3hDjHpLyKEWvH_15URQmkg,8
827,gjfuGuM18DMbvF1LWXtkDw,15
828,zHBJAzXwcVA8yBY4CKaF0A,11
829,y9fNR400n2VJw3FSPbyIOA,120
830,9C72SyBizcj7KuDxJ8US4g,47
831,Pdhs1i6hUSSd7eyLciVgvA,76
832,vR5S8gPB9Z0TiYb5PMrtvA,23
833,IahvHoOfuoRnHtcnr0JaTA,194
834,BUj7DRA9tM34K9HPGnhmnw,163
835,YxWAn117LGuUwoe1hHLo6A,17
836,R7KBZmPY85zZS_OqYSr4Sg,61
837,qFH9v-jg92P3REW1Hx0slw,25
838,tnk9PepfxPxTGGIgShRcMg,13
839,D0o8hGCX6noTEN0ZsfRLXA,41
840,WHQq-RLxbbkb7dIbJybj7A,335
841,kBq5HmDEqxXFv3vpY7Lehw,221
842,t8qgOayiS046jJrigQLheg,1220
843,hQp0bmKrm7kOikb6FUMBtw,242
844,ReT11_Adcm6XUKX9pGpWcQ,61
845,xU3FgfGqI9VaETpzddtZmg,16
846,I2Ax3BDhk_2ny_06cbcLMg,36
847,RsXChrDk_iTtd3e_wBlvkQ,10
848,S71zZv8ymUJw8H9Iyc5RBQ,7
849,v2v95bOSir4B6qzd5qHfyQ,177
850,pZ33mCTu0y_c86jcmtSrJg,55
851,sF5quT3OWApeL2MvKY9DQA,219
852,vN5P3zHmcpHfIQ_2bDMuWA,25
853,INwAAiczHccKMZAKCepEqA,18
854,m5YF_eHl-kib7KDMYw6S-g,15
855,I7s0rVKbKBer6u1-GeOPfQ,50
856,QRWd02TNvTNuxLstH6UIPA,263
857,q6Jg2vkItsZ2oSat5uwKlQ,90
858,3EY24Z8GdqtWPjXwnkOUHw,11
859,I38UXsq9w0uLrTKaJuU02Q,19
860,lMGyf7vJJ_apDdbrojWzcw,45
861,Fn6_11rliOd0nhal6rpHJg,74
862,lB0DC5o43t-8JwrB1NF_4Q,53
863,qfQIxrcWi8sFS0YkaEgJIQ,32
864,wODOfpTF4rvkRVz1oo-MRA,9
865,VAMSLXCq8tV0G5vNzCG-zQ,65
866,QBrg3BeSMcbnTYabXMZWJw,45
867,uZetjGJ80wGpANMiBOLOzQ,9
868,TBpZYdA_gQCSJIqGKKhj9w,32
869,auDgrWflSSrcojUNjwDNgw,141
870,Cveokgghdvb7wGO5gGo0ig,33
871,Bhtvjid2mJX_WRoRXttlqA,60
872,dF3Uy3kYRJGL5ppMjYkqbA,102
873,lhOLsifO5d64iBzjChWlBg,93
874,BSavJWjapT4JyWH62-5trQ,460
875,rEPmje0L1LXDDRWcoT-Ylg,55
876,xanVFEz9Gvaax-_G-QxFWw,52
877,alhNWslGyg-AgR3fE7u0Cw,33
878,CIRGUfz_6_RoyOzc5srUYg,55
879,wVJo22_nwKIvF7Engua3Xg,94
880,Z2e7igeXfN_7AB5hL-1kLw,13
881,zNTw05jM0Y-syIlXpRjuJA,25
882,wha5TRmL1BRVmXdTKGWPSA,143
883,wb9LorQ5Dh9_pP_4FQGNYQ,40
884,Ft5CMZZeN6OOaFFWy5FNhA,67
885,2cffR_yBc4rQNAd22U4fPw,804
886,Tq7ZG9LCn_CMIXnqLvndzg,52
887,BX4tcZT9GIJA6K1NbbHyRQ,9
888,BtF41ezn64uNIVzJfsVwqA,52
889,YpYnDN1U6vz8_3XhLcBGwQ,113
890,eCbL-3gJc9N2ZVhb8lptUA,12
891,8dPJVZmRoknmelMfqSkxow,149
892,OlihzzWVxAmnKaznuIwZaA,90
893,1aAM0rKNZhtWKubI8PiAXA,44
894,AFOLN91FDk1u4QAWjHrLmA,422
895,9SxMPqa6AiguwWJ8MXC4PQ,7
896,YAGEPbFPZyyeqxjs1DXdHA,69
897,jHJZeNQ0tGOLH0uE-RsqtQ,100
898,Fdhs-87wdFaxrzAg6Zqi1w,248
899,iQ2cFRzDYcEu5fiVMpI0SA,28
900,F17Z9Zaf6cpwH3kerc1XpA,13
901,xzWZaCJFBo2zCJherJEG7w,1066
902,TJ46ox7d1B11qpqTsCdnvQ,44
903,TPS07YF2UOIT2mvXAqyZ0w,107
904,8R0fHXz9WDhZTIyhAzfdZQ,232
905,vkFR9FTYuw5N-6iFEY6QgA,12
906,y2xNgQ_5FEDI2keObMJXwQ,159
907,F__fJ5KIi1BX1RjH6IeGAA,74
908,cSBDFBuk2URvL32QYimaaA,105
909,VYKJJ8oWo3dtqgwM0Q2vHQ,13
910,CmG0g1moPPUgG6Nmo0DWLQ,293
911,ps5uyZwxwIf3X0AOiV4MzA,157
912,WA6iqR_zbuFKQPFtn3Qr_A,7
913,eWRQunpBUuu5xvSYuiHRKQ,31
914,kMxeqRLYckGexSAeChn-Qg,34
915,FakYZHAn_Yy9xYiB-evFCg,93
916,r_3hU0G1ADfo70bHeBg6Aw,378
917,ZxOGKZTeXCpzsIGYmD0CcA,27
918,1QPdCo2K8fARv8r9dp4Nqg,383
919,qvqZsSWV2_lcllHDYwyitw,1332
920,SoGr1gf8ufAzPDMrNQmciA,58
921,IWJUatKcPjq7Dex1G0uP8Q,61
922,U4ZJ37Rhg0Kf7udDXZVoVg,1415
923,kE1FajLjHCAks3kqetCRWA,202
924,SAIXHiySZur4y62otpkcOg,1089
925,VhrsYuueJpZzV8QxjR1kMQ,19
926,W5lbWl6XBA6QALi5JMbq_A,10
927,_iy7_VgXLuhw4bkZPF1iSA,129
928,CsbTMNLpswXA_SVW1GbddQ,182
929,WM2A9tAmSsPyiGIEuaktqA,70
930,ICyxgiKVEU9fkYecD2-bhA,39
931,cC0ClkJwj6eB9yFxaAgdfQ,113
932,_TeK1J6npFz2Nt0uc3oAkw,10
933,9s2i8ZiavYyDvvcpVyAQcQ,21
934,uMHn6WgRqgn2R_6947LgQQ,41
935,2WpsW1pgLgV0fOm1X48WDA,13
936,DdUnVm0HeUQFjM7ptkxFvw,111
937,4dW3-hqBbCdo0Lc6PwKaaQ,247
938,EFjQRb7eORgW5d51uYT49w,46
939,rirsKgVifodAXh3-fTs9fg,92
940,H4Q8CSXuhSE8kKK7Z4aMpA,360
941,dLpClYwHSSSUrKinIibIzg,7
942,NloUlLxcohsD_VZVnQemQQ,50
943,Os9pXHbYIT2CbyV8vIBY3Q,110
944,saw_Lqx3WEqkgMUptqmAYw,454
945,1_foFlJVKBTeqf_aHmhqkw,90
946,IgCubJp414H2gYwGT9bvaQ,244
947,tpLIMHpKl3LQaLd6p1yiNg,12
948,tiQ1OMeomL3j8s9hqtaEXg,12
949,uNS51hF40BZpSG5_6U_JJQ,59
950,MbXJWCbu45fqzc_v3LimZw,285
951,GAW9Vi9pvhUHvn8ig9op8Q,63
952,cmeCXHTnDbyZ_8h7LDoLfg,13
953,_Fu1G6lAwNelB0tBHJZw9g,81
954,ZEWqYfrLgvLX8acFnHuUxA,82
955,k0I_s4Kso0MzWtRmyJSi-Q,330
956,M5uPbOQKi_FxCsxK0Bfzow,421
957,TTGK-blY0Q7yTx-0f9wHnA,8
958,_L2Am2igB6ctEscv6HTDpw,108
959,kykj13LKPYJKPRDRPax5oA,67
960,v72NfGECUEFACdQY4Pf3lA,14
961,A0kAxKZ9t9nhpBl4mpK6ew,11
962,21VVzTihKo_2t94JilWvXQ,103
963,d9Q96kmwohc3lgPHFSSJog,51
964,HoOCMVeXN6lI7wAmjzbPtA,82
965,Nr6HV9KFpZxVDz3DfVxjDw,19
966,ieVJ4BMoVxPzPoQOEdDIyA,38
967,iH7vTGS_fShj6YcCD3a2og,13
968,bQPtqpfKc5E3fX5NU1f3IQ,707
969,ScT_J_wARrbagv9ZD6VFWw,131
970,FKT2YPlGN8z5v66trmapiA,670
971,uRYy82TuAJ7-vvUl3mBgXw,19
972,9zIAA5_oZPQ4v8wrS6XsUw,75
973,Po3MPZ9ky6EzABt6G9jqWw,92
